2025-11-08	10.4	14.5
2025-11-09	9	11.5
2025-11-10	9.8	12.3
2025-11-11	11.3	15.8
2025-11-12	11	16.9
2025-11-13	13.7	18.2
2025-11-14	15	19.3
2025-11-15	12.1	13.9
2025-11-16	9	13.6
2025-11-17	5.4	8.9
2025-11-18	1.4	9.1
2025-11-19	5	7.8
2025-11-20	1.9	5.8
2025-11-21	1	4.4
2025-11-22	-1.8	1
2025-11-23	-0.4	7.3
2025-11-24	7.2	10.6
2025-11-25	6	6.6
2025-11-26	4.7	8.7
2025-11-27	4.3	7.5
2025-11-28	7.7	10.8
2025-11-29	7.4	12.1
2025-11-30	5.1	8.9
2025-12-01	4.1	7.7
2025-12-02	8.2	11.2
2025-12-03	8.4	10.4
