2025-11-08	26.4	27.9
2025-11-09	27.2	29.6
2025-11-10	26.5	28.1
2025-11-11	26.4	27.6
2025-11-12	26	28.2
2025-11-13	25.7	28.3
2025-11-14	26.3	30.5
2025-11-15	26.6	30.5
2025-11-16	26.6	31.7
2025-11-17	26.1	29.5
2025-11-18	26.6	29.4
2025-11-19	25.4	27.8
2025-11-20	25.8	27.7
2025-11-21	25.4	25.8
2025-11-22	26.2	27.9
2025-11-23	26.2	26.9
2025-11-24	25.5	26.8
2025-11-25	25.7	25.7
2025-11-26	24.9	27.1
2025-11-27	25.3	26
2025-11-28	25.6	26.1
2025-11-29	24.8	27.8
2025-11-30	25.8	28.8
2025-12-01	25.6	29.6
2025-12-02	25.9	29.5
2025-12-03	27	30.1
